time,flux,flux_err
0.0,1.0004579074489692,0.0002
0.001388888888888889,0.9998252451019121,0.0002
0.002777777777777778,0.9996846315900841,0.0002
0.004166666666666667,1.0003383629608391,0.0002
0.005555555555555556,1.0003078735644013,0.0002
0.006944444444444445,0.9999181009386561,0.0002
0.008333333333333333,0.9999714358533303,0.0002
0.009722222222222222,0.9999823654745094,0.0002
0.011111111111111112,0.9999140088424601,0.0002
0.0125,0.9996266562192202,0.0002
0.01388888888888889,0.9993506845391755,0.0002
0.015277777777777779,0.9997183330728066,0.0002
0.016666666666666666,1.000286054331494,0.0002
0.018055555555555557,1.0002969550490703,0.0002
0.019444444444444445,0.9999249786447184,0.0002
0.020833333333333336,0.9998070975244325,0.0002
0.022222222222222223,1.0000151031408222,0.0002
0.02361111111111111,1.000064121089608,0.0002
0.025,1.0000527230392646,0.0002
0.02638888888888889,0.9994672909125211,0.0002
0.02777777777777778,1.000601982255128,0.0002
0.029166666666666667,1.0001885038170795,0.0002
0.030555555555555558,0.9998913808809025,0.0002
0.03194444444444445,0.9998430782620902,0.0002
0.03333333333333333,1.0001771894075606,0.0002
0.034722222222222224,1.0000592706984726,0.0002
0.036111111111111115,0.9999625707942665,0.0002
0.0375,1.0000601249338543,0.0002
0.03888888888888889,0.9999626049884017,0.0002
0.04027777777777778,1.000084362456495,0.0002
0.04166666666666667,1.0001689203741921,0.0002
0.043055555555555555,1.000190030001559,0.0002
0.044444444444444446,1.0001609489016812,0.0002
0.04583333333333334,1.0003579138198264,0.0002
0.04722222222222222,0.9997227487685297,0.0002
0.04861111111111111,0.9999106831964159,0.0002
0.05,1.0001270576425196,0.0002
0.051388888888888894,0.9999705158757406,0.0002
0.05277777777777778,0.9999988901207718,0.0002
0.05416666666666667,1.0002979853003355,0.0002
0.05555555555555556,1.0000403125220276,0.0002
0.05694444444444444,0.9997381489668309,0.0002
0.058333333333333334,1.0000440604430045,0.0002
0.059722222222222225,1.0001099226477637,0.0002
0.061111111111111116,1.0001167866343723,0.0002
0.0625,1.0002253305564126,0.0002
0.0638888888888889,1.0002189273735556,0.0002
0.06527777777777778,1.0001359929162823,0.0002
0.06666666666666667,0.9999352777197782,0.0002
0.06805555555555556,1.0001165581880938,0.0002
0.06944444444444445,1.0000832197752088,0.0002
0.07083333333333333,1.0001638515366544,0.0002
0.07222222222222223,1.0003878113370068,0.0002
0.07361111111111111,1.0002637882948582,0.0002
0.075,1.0003330966488726,0.0002
0.0763888888888889,1.0000699364615788,0.0002
0.07777777777777778,1.0004192034285309,0.0002
0.07916666666666666,1.0002394890157251,0.0002
0.08055555555555556,1.000195538317368,0.0002
0.08194444444444444,1.0002541701250607,0.0002
0.08333333333333334,1.0000424723631935,0.0002
0.08472222222222223,0.9996789970209752,0.0002
0.08611111111111111,0.9999640801557852,0.0002
0.08750000000000001,1.0002422981919985,0.0002
0.08888888888888889,1.0001355581259204,0.0002
0.09027777777777778,1.0001245480955985,0.0002
0.09166666666666667,1.000018479462029,0.0002
0.09305555555555556,0.999780881906889,0.0002
0.09444444444444444,1.0004358380718175,0.0002
0.09583333333333334,1.0001483721674074,0.0002
0.09722222222222222,1.0000952258124338,0.0002
0.09861111111111112,0.999988506944615,0.0002
0.1,1.0003219685620974,0.0002
0.10138888888888889,1.0002053439862235,0.0002
0.10277777777777779,0.9998582994016295,0.0002
0.10416666666666667,1.0002911312471174,0.0002
0.10555555555555556,1.0000606905279585,0.0002
0.10694444444444445,0.9999480578411569,0.0002
0.10833333333333334,1.0000186459635305,0.0002
0.10972222222222222,0.9999492207360803,0.0002
0.11111111111111112,0.9998275393530288,0.0002
0.1125,1.000267742532551,0.0002
0.11388888888888889,1.0000381176336774,0.0002
0.11527777777777778,1.0001890952083814,0.0002
0.11666666666666667,1.0001056457410917,0.0002
0.11805555555555557,1.0001033192560118,0.0002
0.11944444444444445,0.9996066386366992,0.0002
0.12083333333333333,0.9998210563891802,0.0002
0.12222222222222223,1.0001088541221244,0.0002
0.12361111111111112,0.9997619552592572,0.0002
0.125,1.000111903132182,0.0002
0.12638888888888888,0.9997894954467428,0.0002
0.1277777777777778,1.000066399667135,0.0002
0.12916666666666668,1.0003657633733716,0.0002
0.13055555555555556,1.000195027280878,0.0002
0.13194444444444445,0.9995929424011406,0.0002
0.13333333333333333,1.0000667458965748,0.0002
0.13472222222222222,1.0002012081733178,0.0002
0.13611111111111113,1.0003507319389506,0.0002
0.1375,0.9999046833595553,0.0002
0.1388888888888889,0.9994955526132446,0.0002
0.14027777777777778,0.999838222688746,0.0002
0.14166666666666666,1.0001298965936691,0.0002
0.14305555555555557,0.9997571024736575,0.0002
0.14444444444444446,1.000036892037041,0.0002
0.14583333333333334,0.9996178253792103,0.0002
0.14722222222222223,0.999850941069773,0.0002
0.1486111111111111,0.9992353056379301,0.0002
0.15,0.9995278068540152,0.0002
0.1513888888888889,0.9997551261514518,0.0002
0.1527777777777778,0.9996049689262146,0.0002
0.15416666666666667,0.9994374900262286,0.0002
0.15555555555555556,0.9996086708314709,0.0002
0.15694444444444444,0.9997475551212615,0.0002
0.15833333333333333,0.9995985380229911,0.0002
0.15972222222222224,0.999631440375798,0.0002
0.16111111111111112,0.9997416605217493,0.0002
0.1625,0.9995374392636822,0.0002
0.1638888888888889,0.9998790868909766,0.0002
0.16527777777777777,0.9994826728358523,0.0002
0.16666666666666669,1.0000553529183505,0.0002
0.16805555555555557,0.999845807747316,0.0002
0.16944444444444445,0.9995603557511523,0.0002
0.17083333333333334,0.9995839012080852,0.0002
0.17222222222222222,0.9997453016617549,0.0002
